Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State
173,PM,Tobacco,19.8,62.0,4.0,-0.7,-6.1,-0.4,-5.2,9.7,23.2,29.5,42.8,19.8,67.0,-56.2,1.3,46.5,0.4,160.1,186.0,192.0,27.85,233.45,5,0.6000000000000001,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
174,EQT,Oil & Gas E&P,21.7,59.7,-3.5,-7.3,-6.8,-4.3,-6.1,4.2,-0.0,18.1,95.1,21.7,112.9,-116.6,1.2,58.8,9.4,162.1,181.0,186.0,40.22,233.82,0,1.200000000000001,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
175,NUE,Steel,114.9,75.4,3.6,12.7,19.3,28.7,44.4,39.6,20.6,20.5,93.7,114.9,169.7,-51.6,1.6,17.8,12.7,255.2,111.0,116.0,65.87,234.47,-3,-1.5,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
176,ROK,Industrial Machinery,35.7,66.4,14.5,7.1,3.7,5.4,11.8,21.6,12.5,6.5,13.2,35.7,70.8,-33.7,1.6,7.7,-3.7,176.0,168.0,173.0,27.5,234.9,21,2.7,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
177,ATO,Natural Gas Utilities,17.9,73.0,1.8,-8.4,-1.1,1.9,1.6,7.6,10.5,18.2,14.3,17.9,44.9,-54.0,1.3,18.4,0.6,157.3,188.0,193.0,27.53,236.33,0,0.09999999999999998,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
178,LDOS,IT Consulting & Other Services,-41.8,0.0,-5.4,-15.5,-22.4,-26.8,-30.1,-33.5,-31.0,-34.8,-50.2,-41.8,102.6,-41.4,1.4,0.0,3245.5,98.5,280.0,302.0,72.03,236.43,-2,2417.1,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
179,EBAY,Internet Retail,52.3,89.7,1.6,1.6,6.1,12.0,13.8,34.3,55.6,50.4,48.7,52.3,66.0,-62.2,1.4,17.6,-4.0,192.7,153.0,159.0,36.22,237.62,4,1.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
180,MCO,Credit Rating & Analytics,-7.8,11.0,-5.0,-3.8,-8.4,-10.7,-16.8,-22.6,-25.7,-30.4,-37.6,-7.8,88.4,-19.7,1.4,0.0,363.0,132.6,213.0,224.0,85.68,237.88,5,136.1,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
181,AIZ,Insurance - Property & Casualty,6.4,33.4,-0.5,-3.0,-4.7,-3.9,-3.0,-6.1,-4.8,-7.5,-5.2,6.4,67.4,-23.8,1.4,47.1,35.7,145.8,197.0,204.0,55.33,239.73,-1,10.000000000000004,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
182,LII,HVAC Equipment,-16.3,22.6,-4.6,0.3,-3.0,-1.8,-12.9,-24.8,-24.6,-8.1,-15.0,-16.3,101.7,-50.5,1.6,0.0,169.8,124.1,227.0,238.0,71.67,241.47,7,-67.1,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
183,ON,Semiconductors,158.6,52.8,1.1,26.9,42.4,64.0,79.4,57.3,25.1,14.3,73.2,158.6,342.5,-46.0,1.7,-0.3,43.5,299.0,92.0,93.0,28.56,242.16,21,-16.799999999999997,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
184,LIN,Industrial Gases,23.7,37.8,-2.0,-5.5,-3.3,4.1,-2.6,-10.4,-18.7,-17.3,-11.0,23.7,97.5,-20.7,1.5,88.1,76.8,164.1,180.0,185.0,86.78,242.58,-9,20.199999999999996,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
185,CPRT,Specialty Business Services,-42.6,0.0,0.0,-5.4,-13.0,-17.8,-33.5,-51.4,-65.8,-73.4,-83.3,-42.6,215.5,-42.2,2.2,0.0,14054.4,97.7,283.0,305.0,86.59,244.59,-1,44.399999999999636,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH
186,PKG,Packaging & Containers,24.4,47.6,8.0,-1.7,-3.5,0.8,-1.0,-7.0,-4.6,3.6,15.2,24.4,85.1,-30.1,1.2,63.9,43.2,164.8,179.0,184.0,74.22,246.02,1,4.700000000000003,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
187,PSX,Oil & Gas Refining & Marketing,52.5,70.4,-0.1,-3.0,6.6,15.6,24.0,18.7,13.6,40.8,60.9,52.5,106.9,-74.9,1.4,6.6,7.2,192.9,152.0,158.0,56.0,246.2,4,-3.3,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
188,ACGL,Insurance - Diversified,-0.2,31.1,-5.2,-11.7,-9.8,-6.7,-10.8,-22.1,-29.0,-8.1,3.3,-0.2,110.1,-49.5,1.4,90.5,109.5,139.2,205.0,213.0,89.22,247.42,-6,28.900000000000006,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
189,CMG,Restaurants,-39.3,4.7,-3.4,-6.9,-13.5,-12.8,-29.2,-51.5,-64.8,-72.5,-76.3,-39.3,293.4,-55.3,1.7,0.0,3104.4,101.1,272.0,294.0,86.73,248.33,-3,999.8000000000002,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
190,NTAP,Diversified Technology,2.2,28.4,3.7,1.4,6.6,2.5,-0.5,-10.9,-10.1,-9.4,-2.9,2.2,108.6,-39.4,1.6,34.4,77.8,142.5,201.0,209.0,81.67,250.27,12,-30.400000000000006,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
191,IR,Industrial Machinery,-32.7,0.0,-2.7,-9.4,-15.0,-12.6,-17.7,-32.5,-40.8,-39.8,-37.1,-32.7,89.2,-46.0,1.8,0.0,3733.9,82.2,315.0,277.0,86.64,251.84,-3,2373.3,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
192,COF,Diversified Banks,-5.0,33.0,-2.6,-4.6,-8.9,-14.8,-19.3,-14.8,-5.6,-7.2,5.6,-5.0,92.5,-52.5,1.3,0.0,50.6,135.4,211.0,221.0,64.22,252.22,-11,10.5,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
193,MA,Data Processing & Outsourced Services,-18.2,0.0,0.0,-4.7,-7.8,-11.5,-20.4,-25.0,-31.2,-35.2,-48.7,-18.2,99.1,-18.2,1.6,0.0,4365.0,122.1,230.0,246.0,113.41,253.01,1,2346.8,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
194,COP,Oil & Gas,32.9,41.7,-3.0,-7.3,0.6,13.1,15.0,3.2,-12.2,-9.3,28.8,32.9,179.6,-71.5,1.4,14.6,38.7,173.2,174.0,178.0,76.3,253.9,-4,2.5,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
195,TMUS,Telecommunication Services,-10.0,11.0,-1.9,-8.3,-9.3,-9.9,-21.6,-26.5,-25.2,-25.9,-26.6,-10.0,136.2,-27.7,1.8,0.0,463.6,130.4,219.0,232.0,101.29,254.69,0,-209.5,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
196,GILD,Biotechnology,-2.1,63.8,2.3,-7.2,-9.4,-3.1,1.6,23.5,29.1,40.9,37.1,-2.1,46.8,-87.0,1.2,0.0,-21.2,138.3,206.0,216.0,25.85,259.45,13,2.3000000000000007,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL
197,ROL,Business Services,-23.2,0.0,-6.6,-5.5,-11.6,-13.3,-17.8,-18.3,-22.8,-24.8,-31.1,-23.2,76.9,-31.0,1.5,0.0,687.5,117.2,241.0,258.0,101.6,261.0,31,620.2,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
198,AFL,Insurance - Life,5.8,48.0,-5.2,-7.0,-4.8,-3.5,-6.3,-12.0,-11.3,0.8,11.1,5.8,67.0,-50.0,1.4,50.5,32.3,145.2,198.0,205.0,74.78,261.38,-6,8.499999999999996,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
199,RTX,Aerospace & Defense,3.3,47.5,-4.7,-11.4,-15.3,-12.2,-5.7,9.8,23.2,26.2,27.6,3.3,73.4,-59.3,1.2,27.1,-20.9,143.6,200.0,208.0,36.74,263.34,-1,-3.299999999999997,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
200,DOV,Diversified Machinery,15.3,54.3,-5.0,-2.0,-0.8,5.6,8.6,1.7,-0.2,-7.7,-7.6,15.3,62.8,-40.4,2.0,6.2,10.2,155.7,189.0,194.0,61.34,263.54,-7,1.1999999999999993,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
201,Q,Technology,43.1,100.0,6.1,43.7,45.6,,,,,,,43.1,46.3,-16.0,1.7,5.3,5.3,43.4,415.0,166.0,17.5,263.9,0,0.0,,,,
202,PNR,Industrials,-69.6,0.0,0.0,-10.9,-19.5,-24.4,-31.5,-35.8,-38.0,-37.0,-39.6,-69.6,34.9,-69.1,1.4,0.0,798.3,70.8,335.0,361.0,69.25,266.45,-6,1.8999999999999773,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
203,457480.KS,Automobile Manufacturers,37.6,52.2,0.7,0.7,0.7,1.6,20.1,37.4,,,,37.6,24.9,-57.4,1.5,0.0,-25.8,73.5,328.0,172.0,17.5,267.9,2,-1.0,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
204,SHW,Household & Personal Care Products,-50.4,0.0,0.0,-8.3,-13.0,-13.0,-20.2,-28.7,-35.0,-44.7,-54.2,-50.4,77.6,-50.0,2.0,0.0,1645.8,90.0,301.0,323.0,97.83,275.83,-1,-40.799999999999955,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
205,WM,Waste Management,-9.2,23.0,-11.1,-7.8,-7.2,-3.3,-9.7,-14.3,-17.5,-20.3,-20.8,-9.2,60.4,-29.6,1.7,0.0,71.8,131.1,216.0,229.0,94.44,275.84,16,23.599999999999994,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
206,VRTX,Biotechnology,-27.9,20.6,-1.9,-7.9,-12.5,-10.9,-15.9,-27.2,-35.3,-27.3,-37.2,-27.9,96.1,-59.6,1.7,0.0,144.0,112.5,249.0,267.0,94.77,276.77,11,30.599999999999994,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
207,V,Transaction Processing,-33.5,5.6,-6.8,-2.4,-3.5,-7.0,-15.9,-18.6,-23.9,-27.9,-42.1,-33.5,57.3,-38.6,2.0,0.0,174.3,106.9,260.0,280.0,94.77,277.57,-8,-872.4000000000001,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
208,BSX,Medical Devices,-94.5,0.0,-1.9,-18.9,-31.3,-40.1,-51.6,-58.0,-60.6,-58.8,-73.3,-94.5,89.6,-94.0,1.5,0.0,4350.1,44.9,411.0,429.0,64.78,277.58,3,9.700000000000728,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
209,CCEP,Beverages - Non-Alcoholic,-4.4,48.0,-4.0,-5.2,-8.4,-5.5,-8.1,-2.8,-1.4,8.9,6.1,-4.4,51.9,-55.5,1.3,0.0,-0.1,136.0,210.0,220.0,54.78,278.38,-36,0.19999999999999998,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
210,AME,Electronic Instruments & Controls,19.9,61.0,-7.7,-4.6,-4.8,2.1,6.5,5.0,-1.8,-2.8,-1.1,19.9,46.1,-21.9,2.1,10.4,6.0,159.3,187.0,191.0,74.62,279.02,0,0.2999999999999998,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
211,IBM,IT Consulting & Other Services,-30.0,31.8,-2.4,-9.0,-14.5,-21.4,-24.6,-18.9,-12.1,0.5,1.3,-30.0,67.4,-74.9,1.2,0.0,26.9,110.4,256.0,274.0,59.22,279.62,2,6.599999999999998,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
212,NVO,Biotechnology,-76.5,3.9,1.8,7.2,-0.1,-6.8,-24.0,-54.7,-74.9,-81.9,-78.4,-76.5,389.4,-94.8,2.4,0.0,3802.7,63.8,362.0,382.0,85.12,279.92,14,-4916.500000000001,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
213,BRO,Insurance Brokers,-80.5,0.0,0.0,-20.5,-23.1,-28.5,-44.6,-59.1,-67.7,-75.5,-83.5,-80.5,163.4,-84.9,2.4,0.0,8263.9,58.9,374.0,394.0,86.34,281.14,-13,-23.5,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
214,NI,"Electric, Gas and Multi-Utilities",-14.7,63.5,-2.3,-3.9,-1.6,2.7,2.6,10.2,18.2,21.7,12.8,-14.7,17.0,-68.5,1.3,0.0,-19.0,125.7,225.0,236.0,41.23,281.83,1,-3.0,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
215,TSCO,Specialty Retail,-72.0,0.0,0.0,-20.4,-30.9,-36.5,-46.3,-57.8,-67.6,-78.9,-79.0,-72.0,112.2,-85.0,1.4,0.0,6856.2,68.3,344.0,368.0,98.22,282.62,-7,-6.0,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
216,MRSH,Financials,-73.7,0.1,0.1,-6.4,-11.1,-12.5,-24.6,-38.4,-50.4,-59.9,-65.9,-73.7,65.4,-73.4,2.8,0.0,2017.6,66.7,352.0,375.0,86.51,283.51,3,555.0999999999999,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
217,LOW,Retail,-48.3,0.0,-1.8,-9.4,-14.8,-14.0,-17.3,-26.6,-37.1,-49.7,-51.3,-48.3,92.6,-47.9,1.9,0.0,1353.8,92.1,299.0,321.0,105.31,284.11,-11,439.0,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
218,SPGI,Financial Data & Exchanges,-54.7,3.4,-2.9,-5.8,-11.3,-15.8,-25.3,-34.0,-42.0,-53.7,-67.0,-54.7,95.4,-59.5,1.7,0.0,740.5,85.6,308.0,331.0,97.99,284.19,6,454.8,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
219,INTU,Application Software,-72.7,2.2,1.1,-8.8,-12.6,-26.4,-42.7,-53.8,-65.5,-78.1,-87.3,-72.7,209.6,-78.8,2.0,0.0,3702.0,67.7,348.0,371.0,93.88,284.88,4,1529.6999999999998,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
220,MLM,Building Materials,-8.5,25.0,-5.6,-5.5,-9.5,-8.9,-10.3,-14.4,-20.8,-18.0,-10.4,-8.5,79.9,-37.7,1.2,0.0,65.2,131.8,215.0,227.0,101.36,284.96,5,16.300000000000004,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
221,UBER,Internet Services & Infrastructure,-17.2,16.0,-3.8,-6.0,-8.5,-14.9,-24.7,-25.2,-23.6,-1.9,-17.2,-17.2,67.6,-71.0,1.4,0.0,62.5,67.8,347.0,243.0,70.73,285.53,-3,16.700000000000003,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
222,IDXX,Veterinary Diagnostics,-19.3,7.2,-0.2,-6.0,-13.1,-17.3,-16.7,-11.7,-25.2,-43.2,-53.6,-19.3,217.2,-37.2,1.7,0.0,107.9,121.1,231.0,249.0,105.91,286.71,5,27.200000000000003,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
223,DASH,Internet Retail,-9.9,15.0,-2.4,-3.0,-10.2,-20.0,-32.3,-24.1,-8.4,-1.9,,-9.9,94.7,-64.4,1.4,0.0,121.7,50.4,399.0,231.0,79.0,288.2,-9,42.7,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
224,NVR,Residential Construction,-72.9,0.1,-0.3,-11.6,-18.7,-21.2,-29.6,-43.2,-53.1,-56.9,-67.1,-72.9,92.0,-75.2,1.9,0.0,3015.8,67.4,350.0,373.0,95.18,288.58,-12,-85.5,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
225,KR,Grocery Stores,-15.4,32.1,-4.6,-8.6,-5.1,-2.9,-9.7,-7.4,-7.5,-8.5,2.8,-15.4,65.1,-52.7,1.5,0.0,2.8,124.9,226.0,237.0,64.24,290.84,5,0.7999999999999998,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
226,TXN,Semiconductors,80.4,94.9,-1.8,16.1,21.3,40.0,40.8,34.0,30.7,22.5,30.0,80.4,87.8,-54.4,2.1,-1.0,2.8,220.8,126.0,132.0,34.98,291.38,7,-0.9000000000000004,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
227,NEE,Electric Utilities,-0.7,40.4,-4.5,-3.9,-0.9,5.5,13.4,11.9,10.6,-7.9,-20.5,-0.7,77.1,-52.8,2.0,0.0,-32.2,139.7,204.0,215.0,53.31,291.51,86,-4.200000000000003,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
228,TTD,Advertising Agencies,-61.7,1.3,0.4,1.3,-5.7,-23.7,-49.3,-76.1,-94.9,-115.8,-134.0,-61.7,1126.9,-85.3,2.0,0.0,33265.1,65.3,355.0,341.0,114.82,292.82,21,-10780.599999999999,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
229,CFG,Banks - Regional,-3.1,57.9,-3.5,-2.4,-1.2,4.8,15.0,25.3,44.4,26.2,24.8,-3.1,47.4,-71.4,1.7,0.0,-31.8,137.3,207.0,217.0,54.94,293.74,82,-4.699999999999999,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
230,TRI,Technology,-84.5,5.0,-0.6,-0.7,-6.5,-19.8,-41.2,-56.5,-68.6,-76.7,-84.5,-84.5,146.3,-96.3,1.9,0.0,1605.3,55.8,386.0,405.0,82.01,293.81,5,-1624.7,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
231,CHRW,Trucking,-6.8,59.0,-15.6,-8.7,-12.9,-7.3,15.3,35.2,41.9,30.1,20.6,-6.8,52.0,-90.7,1.8,0.0,-41.2,133.5,212.0,222.0,48.33,294.33,54,-20.200000000000003,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
232,ERIE,Insurance Brokers,-89.8,1.9,1.9,-9.2,-17.0,-22.5,-36.9,-56.4,-65.3,-66.8,-83.3,-89.8,196.4,-94.8,2.5,0.0,3986.9,50.5,398.0,417.0,86.23,294.43,-12,-3925.9999999999995,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
233,PDD,Technology,-30.0,4.5,-1.2,-9.4,-9.9,-17.1,-23.6,-35.8,-46.4,-47.3,-45.8,-30.0,465.0,-71.0,1.4,0.0,976.8,67.3,351.0,274.0,115.47,297.67,3,137.39999999999998,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
234,BLK,Asset Management,-9.0,17.8,2.2,0.9,-4.5,-4.8,-9.2,-8.0,-6.8,-12.6,-10.0,-9.0,46.8,-21.6,1.5,0.0,38.8,130.4,219.0,228.0,99.49,297.69,6,1.5999999999999943,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
235,ADA-USD,Cryptocurrency,-36.3,0.5,0.1,-3.2,-9.3,-25.3,-51.4,-65.0,-75.9,-104.0,-43.9,-36.3,3485.6,-69.7,1.6,0.0,28776.4,69.7,337.0,289.0,135.75,300.15,11,-7.69999999999709,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
236,CME,Financial Data & Stock Exchanges,-7.8,35.9,-2.2,-7.6,-9.0,-5.2,-8.5,0.7,0.6,-2.9,-14.7,-7.8,63.1,-47.0,1.4,0.0,-11.4,132.6,213.0,224.0,66.34,300.54,6,-0.20000000000000107,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
237,SNA,Tools & Accessories,-3.7,53.6,-6.5,-4.0,-4.1,0.3,1.1,-0.1,-4.8,1.7,13.5,-3.7,29.6,-41.8,1.4,0.0,0.1,136.6,209.0,219.0,78.67,300.67,-8,0.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
238,TDY,Aerospace & Defense,10.9,29.9,-5.2,-5.0,-6.3,3.9,3.5,7.1,0.5,-14.3,-27.5,10.9,109.5,-31.1,1.7,19.6,-3.7,151.2,192.0,198.0,86.8,302.2,-31,-0.7000000000000002,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
239,DRI,Restaurants,-3.2,45.5,-7.5,-4.0,-6.3,-0.5,-8.0,-5.2,-11.4,-9.6,-4.0,-3.2,62.3,-57.3,1.4,0.0,13.1,137.1,208.0,218.0,94.33,304.73,-17,2.5,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
240,WFC,Diversified Banks,-34.9,52.6,-7.0,-6.4,-8.7,-11.0,-11.1,-3.8,9.4,14.1,19.5,-34.9,15.8,-90.0,1.2,0.0,-23.1,105.4,266.0,286.0,44.85,305.25,-9,-4.600000000000001,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
241,ARM,Semiconductors,62.3,45.3,-13.2,26.2,61.0,56.5,47.1,40.8,,,,62.3,125.1,-70.9,2.2,-40.6,11.5,92.8,295.0,148.0,17.5,305.9,6,-2.0,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
242,SPG,Retail REITs,-40.1,52.9,-2.7,-1.7,-2.1,1.3,2.9,2.0,8.6,13.5,22.1,-40.1,9.3,-94.0,1.2,0.0,-33.0,100.2,275.0,297.0,37.02,306.22,1,-4.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
243,FITB,Banks - Regional,-17.7,34.0,-3.5,-1.8,-3.0,2.3,4.8,2.1,11.6,-3.6,0.0,-17.7,50.1,-51.9,1.4,0.0,-34.9,122.6,229.0,245.0,56.46,307.26,7,-5.199999999999999,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
244,BR,Industrials,-93.3,0.8,0.8,-13.0,-19.9,-27.9,-40.2,-48.5,-56.9,-65.5,-80.6,-93.3,60.8,-94.1,2.0,0.0,1471.8,46.1,409.0,426.0,86.15,307.55,15,975.9,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH
245,NTRS,Custody Banks & Asset Management,-16.7,65.4,-7.2,0.8,3.2,9.3,16.1,36.2,50.6,32.9,18.7,-16.7,22.7,-90.2,1.4,0.0,-36.6,123.6,228.0,241.0,57.2,307.8,-8,-9.100000000000001,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
246,BAC,Diversified Banks,-13.5,36.3,3.1,-1.9,-1.4,-3.8,-1.3,3.6,13.6,0.9,-4.6,-13.5,46.0,-47.9,1.3,0.0,-33.0,125.9,224.0,235.0,61.39,307.99,-2,-0.29999999999999716,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
247,PODD,Medical Devices,-83.5,1.0,-1.5,-17.1,-27.7,-37.6,-49.0,-52.5,-62.6,-87.3,-108.4,-83.5,280.5,-86.7,1.6,0.0,5131.3,56.9,382.0,401.0,109.12,309.72,-13,-29.699999999999818,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
248,AMCR,Packaging & Containers,226.4,67.8,-3.5,-17.2,-20.6,168.4,239.4,250.6,259.5,234.8,231.0,226.4,398.6,-134.7,3.6,-11.1,-39.3,365.8,69.0,74.0,52.71,310.51,4,-2.799999999999997,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
249,BG,Food Products,-18.5,41.4,-1.5,-12.9,-3.1,12.4,26.0,19.9,2.6,-13.0,3.9,-18.5,82.2,-88.8,2.3,0.0,-55.4,120.9,232.0,248.0,50.36,310.76,2,-7.299999999999997,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
250,PTC,Technology,-82.7,0.2,0.2,-6.8,-11.9,-20.0,-31.1,-42.1,-53.4,-61.5,-70.3,-82.7,82.2,-82.7,2.3,0.0,1601.9,57.7,377.0,398.0,102.64,311.64,6,228.0,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
251,GM,Automobiles,-23.0,50.2,-3.1,-4.4,-7.9,-5.9,9.9,21.1,33.9,20.2,11.7,-23.0,32.7,-83.2,2.0,0.0,-53.0,117.4,239.0,257.0,48.87,311.67,-12,-14.899999999999999,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
252,XOM,Integrated Oil & Gas,33.5,66.1,-0.5,-6.6,-2.8,10.4,20.1,17.7,10.3,25.7,61.5,33.5,94.8,-84.9,1.5,-6.4,-2.0,173.8,171.0,176.0,31.98,311.98,5,-0.10000000000000009,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
253,ADP,Industrials,-73.2,8.2,8.2,-3.6,-7.1,-13.3,-28.2,-36.4,-44.1,-54.6,-64.0,-73.2,62.9,-85.0,2.2,0.0,99.3,66.1,354.0,374.0,81.75,313.35,-8,-352.2,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
254,PNC,Financials,-19.5,39.0,-3.4,-1.9,-2.1,2.9,3.8,1.7,9.9,-2.2,-3.4,-19.5,32.0,-51.9,1.5,0.0,-29.2,120.9,232.0,250.0,65.85,314.25,6,-4.0,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
255,TRV,Property & Casualty Insurance,-12.2,51.2,-6.2,-4.1,-3.7,-1.9,-3.4,-1.6,0.3,3.3,5.0,-12.2,23.6,-48.7,1.4,0.0,-6.8,128.2,221.0,233.0,81.67,314.87,-23,-2.5,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
256,FFIV,Technology,-28.8,50.4,7.6,4.6,12.0,19.8,8.6,16.4,24.5,17.7,7.3,-28.8,27.0,-84.3,1.4,0.0,-39.6,111.6,251.0,270.0,53.07,315.27,54,37.699999999999996,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
257,ROST,Apparel Retail,20.6,84.0,-2.2,-4.0,3.6,13.7,28.1,29.5,28.2,36.7,22.7,20.6,37.2,-63.8,2.4,-32.6,-9.6,161.0,184.0,189.0,21.88,315.48,-3,-0.5999999999999996,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
258,AON,Insurance Brokers,-67.2,0.0,-0.2,-13.1,-13.4,-14.9,-23.0,-30.8,-42.6,-54.6,-63.3,-67.2,64.2,-66.8,2.6,0.0,107.0,72.2,331.0,354.0,93.53,315.73,0,-13.700000000000003,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
259,ONDO-USD,Decentralized Finance,-67.7,3.0,2.8,11.3,11.6,-11.4,-44.1,-69.8,,,,-67.7,250.6,-121.4,2.4,0.0,1327.7,-42.5,555.0,356.0,78.7,316.9,16,-2925.0,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
